# SITE INFORMATION #
description,state,latitude,longitude,timezone,install,horizontalDatum,verticalDatum,verticalAccuracy,elevationMethod,tzOffset,activeFlag,type,responsibility,agencyRegion,siteid,elevation
LAKE POWELL,AZ,36.93808333,-111.4836667,US/Mountain,,,,0,,,,reservoir,,UC,lakepowell,3700
# SERIES DATA #
Site,Site ID,Parameter,Date,Value,Units
LAKE POWELL,lakepowell,Reservoir Storage,2002-05-05 00:00:00,16663300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-05-04 00:00:00,16670600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-05-03 00:00:00,16677900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-05-02 00:00:00,16685200,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-05-01 00:00:00,16698600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-04-30 00:00:00,16704700,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-04-29 00:00:00,16713200,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-04-28 00:00:00,16725400,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-04-27 00:00:00,16732700,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-04-26 00:00:00,16747300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-04-25 00:00:00,16749800,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-04-24 00:00:00,16760800,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-04-23 00:00:00,16765700,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-04-22 00:00:00,16774200,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-04-21 00:00:00,16784000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-04-20 00:00:00,16788900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-04-19 00:00:00,16787700,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-04-18 00:00:00,16803500,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-04-17 00:00:00,16814600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-04-16 00:00:00,16812100,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-04-15 00:00:00,16820700,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-04-14 00:00:00,16834100,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-04-13 00:00:00,16841500,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-04-12 00:00:00,16852500,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-04-11 00:00:00,16855000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-04-10 00:00:00,16869700,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-04-09 00:00:00,16864800,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-04-08 00:00:00,16873400,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-04-07 00:00:00,16883200,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-04-06 00:00:00,16888100,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-04-05 00:00:00,16888100,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-04-04 00:00:00,16899200,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-04-03 00:00:00,16902800,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-04-02 00:00:00,16910200,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-04-01 00:00:00,16917600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-03-31 00:00:00,16927400,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-03-30 00:00:00,16936000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-03-29 00:00:00,16939700,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-03-28 00:00:00,16950800,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-03-27 00:00:00,16957000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-03-26 00:00:00,16966800,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-03-25 00:00:00,16963100,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-03-24 00:00:00,16973000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-03-23 00:00:00,16981600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-03-22 00:00:00,16987800,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-03-21 00:00:00,17000100,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-03-20 00:00:00,17007500,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-03-19 00:00:00,17011200,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-03-18 00:00:00,17019800,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-03-17 00:00:00,17029700,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-03-16 00:00:00,17038400,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-03-15 00:00:00,17043300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-03-14 00:00:00,17055700,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-03-13 00:00:00,17064300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-03-12 00:00:00,17073000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-03-11 00:00:00,17085400,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-03-10 00:00:00,17097800,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-03-09 00:00:00,17110100,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-03-08 00:00:00,17121300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-03-07 00:00:00,17127500,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-03-06 00:00:00,17131200,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-03-05 00:00:00,17143600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-03-04 00:00:00,17156000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-03-03 00:00:00,17162300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-03-02 00:00:00,17170900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-03-01 00:00:00,17178400,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-02-28 00:00:00,17189600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-02-27 00:00:00,17202000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-02-26 00:00:00,17210700,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-02-25 00:00:00,17225700,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-02-24 00:00:00,17234400,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-02-23 00:00:00,17244400,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-02-22 00:00:00,17253100,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-02-21 00:00:00,17265500,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-02-20 00:00:00,17278000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-02-19 00:00:00,17285500,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-02-18 00:00:00,17299300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-02-17 00:00:00,17309300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-02-16 00:00:00,17321800,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-02-15 00:00:00,17331800,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-02-14 00:00:00,17344300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-02-13 00:00:00,17354300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-02-12 00:00:00,17369300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-02-11 00:00:00,17379300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-02-10 00:00:00,17391900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-02-09 00:00:00,17403200,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-02-08 00:00:00,17411900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-02-07 00:00:00,17425700,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-02-06 00:00:00,17438300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-02-05 00:00:00,17452100,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-02-04 00:00:00,17460900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-02-03 00:00:00,17476000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-02-02 00:00:00,17484800,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-02-01 00:00:00,17498700,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-01-31 00:00:00,17507500,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-01-30 00:00:00,17526400,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-01-29 00:00:00,17539000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-01-28 00:00:00,17557900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-01-27 00:00:00,17578100,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-01-26 00:00:00,17590800,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-01-25 00:00:00,17603400,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-01-24 00:00:00,17623700,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-01-23 00:00:00,17643900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-01-22 00:00:00,17659100,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-01-21 00:00:00,17671800,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-01-20 00:00:00,17689600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-01-19 00:00:00,17704800,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-01-18 00:00:00,17717500,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-01-17 00:00:00,17740400,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-01-16 00:00:00,17756900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-01-15 00:00:00,17776000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-01-14 00:00:00,17788700,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-01-13 00:00:00,17806600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-01-12 00:00:00,17813000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-01-11 00:00:00,17833400,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-01-10 00:00:00,17844800,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-01-09 00:00:00,17866600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-01-08 00:00:00,17883200,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-01-07 00:00:00,17898500,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-01-06 00:00:00,17910100,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-01-05 00:00:00,17921600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-01-04 00:00:00,17931800,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-01-03 00:00:00,17947200,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-01-02 00:00:00,17961300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2002-01-01 00:00:00,17984400,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-12-31 00:00:00,17996000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-12-30 00:00:00,18008800,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-12-29 00:00:00,18022900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-12-28 00:00:00,18038400,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-12-27 00:00:00,18055100,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-12-26 00:00:00,18070600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-12-25 00:00:00,18091200,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-12-24 00:00:00,18100200,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-12-23 00:00:00,18120800,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-12-22 00:00:00,18131200,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-12-21 00:00:00,18145400,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-12-20 00:00:00,18169900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-12-19 00:00:00,18189300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-12-18 00:00:00,18203600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-12-17 00:00:00,18221700,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-12-16 00:00:00,18245100,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-12-15 00:00:00,18258000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-12-14 00:00:00,18276200,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-12-13 00:00:00,18291800,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-12-12 00:00:00,18311300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-12-11 00:00:00,18330800,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-12-10 00:00:00,18345100,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-12-09 00:00:00,18371100,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-12-08 00:00:00,18376400,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-12-07 00:00:00,18388100,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-12-06 00:00:00,18410300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-12-05 00:00:00,18425900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-12-04 00:00:00,18450700,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-12-03 00:00:00,18474300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-12-02 00:00:00,18484700,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-12-01 00:00:00,18495200,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-11-30 00:00:00,18510900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-11-29 00:00:00,18514800,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-11-28 00:00:00,18521400,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-11-27 00:00:00,18534500,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-11-26 00:00:00,18554200,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-11-25 00:00:00,18566000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-11-24 00:00:00,18570000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-11-23 00:00:00,18581800,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-11-22 00:00:00,18597600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-11-21 00:00:00,18604100,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-11-20 00:00:00,18613300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-11-19 00:00:00,18625200,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-11-18 00:00:00,18638400,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-11-17 00:00:00,18642300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-11-16 00:00:00,18652800,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-11-15 00:00:00,18664700,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-11-14 00:00:00,18675200,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-11-13 00:00:00,18687100,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-11-12 00:00:00,18697700,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-11-11 00:00:00,18705600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-11-10 00:00:00,18712200,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-11-09 00:00:00,18721500,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-11-08 00:00:00,18736000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-11-07 00:00:00,18742600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-11-06 00:00:00,18749200,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-11-05 00:00:00,18758500,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-11-04 00:00:00,18770400,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-11-03 00:00:00,18777000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-11-02 00:00:00,18785000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-11-01 00:00:00,18794300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-10-31 00:00:00,18802300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-10-30 00:00:00,18814200,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-10-29 00:00:00,18826100,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-10-28 00:00:00,18835400,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-10-27 00:00:00,18839400,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-10-26 00:00:00,18851400,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-10-25 00:00:00,18859300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-10-24 00:00:00,18872600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-10-23 00:00:00,18885900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-10-22 00:00:00,18892600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-10-21 00:00:00,18905900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-10-20 00:00:00,18907200,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-10-19 00:00:00,18916600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-10-18 00:00:00,18925900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-10-17 00:00:00,18932600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-10-16 00:00:00,18945900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-10-15 00:00:00,18957900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-10-14 00:00:00,18968600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-10-13 00:00:00,18970000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-10-12 00:00:00,18987300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-10-11 00:00:00,18998000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-10-10 00:00:00,19010000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-10-09 00:00:00,19018100,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-10-08 00:00:00,19028800,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-10-07 00:00:00,19043500,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-10-06 00:00:00,19055600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-10-05 00:00:00,19069000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-10-04 00:00:00,19082400,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-10-03 00:00:00,19095800,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-10-02 00:00:00,19107900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-10-01 00:00:00,19120000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-09-30 00:00:00,19134800,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-09-29 00:00:00,19144200,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-09-28 00:00:00,19146900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-09-27 00:00:00,19153600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-09-26 00:00:00,19160300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-09-25 00:00:00,19164400,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-09-24 00:00:00,19168400,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-09-23 00:00:00,19176500,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-09-22 00:00:00,19180500,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-09-21 00:00:00,19181900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-09-20 00:00:00,19185900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-09-19 00:00:00,19191300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-09-18 00:00:00,19203500,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-09-17 00:00:00,19210200,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-09-16 00:00:00,19202100,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-09-15 00:00:00,19211500,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-09-14 00:00:00,19215600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-09-13 00:00:00,19216900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-09-12 00:00:00,19231800,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-09-11 00:00:00,19235900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-09-10 00:00:00,19242600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-09-09 00:00:00,19249300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-09-08 00:00:00,19260200,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-09-07 00:00:00,19272300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-09-06 00:00:00,19283100,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-09-05 00:00:00,19283100,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-09-04 00:00:00,19296700,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-09-03 00:00:00,19302100,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-09-02 00:00:00,19306200,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-09-01 00:00:00,19312900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-08-31 00:00:00,19321000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-08-30 00:00:00,19340000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-08-29 00:00:00,19361700,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-08-28 00:00:00,19376700,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-08-27 00:00:00,19398400,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-08-26 00:00:00,19413300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-08-25 00:00:00,19420100,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-08-24 00:00:00,19435100,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-08-23 00:00:00,19448700,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-08-22 00:00:00,19465100,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-08-21 00:00:00,19488200,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-08-20 00:00:00,19493700,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-08-19 00:00:00,19518300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-08-18 00:00:00,19516900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-08-17 00:00:00,19534700,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-08-16 00:00:00,19556500,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-08-15 00:00:00,19566100,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-08-14 00:00:00,19573000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-08-13 00:00:00,19577100,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-08-12 00:00:00,19586600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-08-11 00:00:00,19585300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-08-10 00:00:00,19607200,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-08-09 00:00:00,19622300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-08-08 00:00:00,19616800,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-08-07 00:00:00,19634600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-08-06 00:00:00,19655200,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-08-05 00:00:00,19674400,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-08-04 00:00:00,19681300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-08-03 00:00:00,19695000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-08-02 00:00:00,19722600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-08-01 00:00:00,19743200,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-07-31 00:00:00,19763900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-07-30 00:00:00,19783200,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-07-29 00:00:00,19802500,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-07-28 00:00:00,19815000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-07-27 00:00:00,19841200,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-07-26 00:00:00,19863300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-07-25 00:00:00,19885500,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-07-24 00:00:00,19906300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-07-23 00:00:00,19921600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-07-22 00:00:00,19942400,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-07-21 00:00:00,19954900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-07-20 00:00:00,19971500,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-07-19 00:00:00,19991000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-07-18 00:00:00,20007700,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2001-07-17 00:00:00,20023000,Acre feet
