# SITE INFORMATION #
description,state,latitude,longitude,timezone,install,horizontalDatum,verticalDatum,verticalAccuracy,elevationMethod,tzOffset,activeFlag,type,responsibility,agencyRegion,siteid,elevation
LAKE POWELL,AZ,36.93808333,-111.4836667,US/Mountain,,,,0,,,,reservoir,,UC,lakepowell,3700
# SERIES DATA #
Site,Site ID,Parameter,Date,Value,Units
LAKE POWELL,lakepowell,Reservoir Storage,2020-02-18 00:00:00,12113400,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2020-02-17 00:00:00,12132900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2020-02-16 00:00:00,12131900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2020-02-15 00:00:00,12137800,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2020-02-14 00:00:00,12143600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2020-02-13 00:00:00,12157300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2020-02-12 00:00:00,12170000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2020-02-11 00:00:00,12176800,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2020-02-10 00:00:00,12193500,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2020-02-09 00:00:00,12201300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2020-02-08 00:00:00,12206200,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2020-02-07 00:00:00,12215000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2020-02-06 00:00:00,12225800,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2020-02-05 00:00:00,12236500,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2020-02-04 00:00:00,12247300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2020-02-03 00:00:00,12256200,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2020-02-02 00:00:00,12267900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2020-02-01 00:00:00,12273800,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2020-01-31 00:00:00,12280700,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2020-01-30 00:00:00,12286600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2020-01-29 00:00:00,12297400,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2020-01-28 00:00:00,12308200,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2020-01-27 00:00:00,12317100,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2020-01-26 00:00:00,12325000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2020-01-25 00:00:00,12335800,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2020-01-24 00:00:00,12346700,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2020-01-23 00:00:00,12355600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2020-01-22 00:00:00,12367400,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2020-01-21 00:00:00,12375300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2020-01-20 00:00:00,12388100,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2020-01-19 00:00:00,12401000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2020-01-18 00:00:00,12407900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2020-01-17 00:00:00,12416800,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2020-01-16 00:00:00,12428700,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2020-01-15 00:00:00,12439600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2020-01-14 00:00:00,12446600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2020-01-13 00:00:00,12457500,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2020-01-12 00:00:00,12472400,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2020-01-11 00:00:00,12481300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2020-01-10 00:00:00,12493200,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2020-01-09 00:00:00,12509100,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2020-01-08 00:00:00,12519100,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2020-01-07 00:00:00,12535000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2020-01-06 00:00:00,12547000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2020-01-05 00:00:00,12559900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2020-01-04 00:00:00,12568900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2020-01-03 00:00:00,12579900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2020-01-02 00:00:00,12589900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2020-01-01 00:00:00,12602900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-12-31 00:00:00,12603900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-12-30 00:00:00,12613900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-12-29 00:00:00,12620900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-12-28 00:00:00,12623900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-12-27 00:00:00,12630900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-12-26 00:00:00,12644900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-12-25 00:00:00,12649900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-12-24 00:00:00,12654000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-12-23 00:00:00,12661000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-12-22 00:00:00,12672000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-12-21 00:00:00,12681000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-12-20 00:00:00,12688100,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-12-19 00:00:00,12698100,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-12-18 00:00:00,12709200,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-12-17 00:00:00,12716200,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-12-16 00:00:00,12727300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-12-15 00:00:00,12733300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-12-14 00:00:00,12740400,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-12-13 00:00:00,12742400,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-12-12 00:00:00,12750400,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-12-11 00:00:00,12761500,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-12-10 00:00:00,12772600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-12-09 00:00:00,12779700,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-12-08 00:00:00,12787800,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-12-07 00:00:00,12794800,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-12-06 00:00:00,12805900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-12-05 00:00:00,12814000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-12-04 00:00:00,12821100,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-12-03 00:00:00,12833200,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-12-02 00:00:00,12839300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-12-01 00:00:00,12851500,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-11-30 00:00:00,12854500,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-11-29 00:00:00,12853500,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-11-28 00:00:00,12862600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-11-27 00:00:00,12867700,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-11-26 00:00:00,12877800,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-11-25 00:00:00,12881900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-11-24 00:00:00,12893000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-11-23 00:00:00,12898100,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-11-22 00:00:00,12903200,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-11-21 00:00:00,12905200,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-11-20 00:00:00,12910300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-11-19 00:00:00,12922500,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-11-18 00:00:00,12926600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-11-17 00:00:00,12933700,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-11-16 00:00:00,12937800,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-11-15 00:00:00,12941800,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-11-14 00:00:00,12949000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-11-13 00:00:00,12956100,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-11-12 00:00:00,12962200,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-11-11 00:00:00,12970300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-11-10 00:00:00,12976500,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-11-09 00:00:00,12979500,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-11-08 00:00:00,12986700,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-11-07 00:00:00,12993800,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-11-06 00:00:00,13000900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-11-05 00:00:00,13007100,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-11-04 00:00:00,13013200,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-11-03 00:00:00,13019300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-11-02 00:00:00,13023400,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-11-01 00:00:00,13026500,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-10-31 00:00:00,13033600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-10-30 00:00:00,13039800,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-10-29 00:00:00,13041800,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-10-28 00:00:00,13055100,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-10-27 00:00:00,13067400,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-10-26 00:00:00,13064300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-10-25 00:00:00,13073500,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-10-24 00:00:00,13080700,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-10-23 00:00:00,13088900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-10-22 00:00:00,13097100,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-10-21 00:00:00,13106300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-10-20 00:00:00,13113500,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-10-19 00:00:00,13115600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-10-18 00:00:00,13127900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-10-17 00:00:00,13130000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-10-16 00:00:00,13142300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-10-15 00:00:00,13149500,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-10-14 00:00:00,13155700,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-10-13 00:00:00,13163900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-10-12 00:00:00,13170100,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-10-11 00:00:00,13179300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-10-10 00:00:00,13190700,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-10-09 00:00:00,13199400,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-10-08 00:00:00,13208200,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-10-07 00:00:00,13219500,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-10-06 00:00:00,13229900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-10-05 00:00:00,13232900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-10-04 00:00:00,13241200,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-10-03 00:00:00,13249500,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-10-02 00:00:00,13259800,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-10-01 00:00:00,13268600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-09-30 00:00:00,13277400,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-09-29 00:00:00,13290900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-09-28 00:00:00,13301200,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-09-27 00:00:00,13311600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-09-26 00:00:00,13320900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-09-25 00:00:00,13334400,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-09-24 00:00:00,13346900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-09-23 00:00:00,13355200,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-09-22 00:00:00,13367600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-09-21 00:00:00,13371800,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-09-20 00:00:00,13382200,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-09-19 00:00:00,13392600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-09-18 00:00:00,13405100,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-09-17 00:00:00,13413400,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-09-16 00:00:00,13425900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-09-15 00:00:00,13440500,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-09-14 00:00:00,13447800,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-09-13 00:00:00,13458300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-09-12 00:00:00,13470800,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-09-11 00:00:00,13485400,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-09-10 00:00:00,13495900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-09-09 00:00:00,13511000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-09-08 00:00:00,13526200,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-09-07 00:00:00,13534600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-09-06 00:00:00,13545100,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-09-05 00:00:00,13555600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-09-04 00:00:00,13568200,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-09-03 00:00:00,13581800,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-09-02 00:00:00,13589200,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-09-01 00:00:00,13601800,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-08-31 00:00:00,13610200,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-08-30 00:00:00,13620700,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-08-29 00:00:00,13638600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-08-28 00:00:00,13659700,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-08-27 00:00:00,13680800,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-08-26 00:00:00,13701900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-08-25 00:00:00,13715600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-08-24 00:00:00,13726200,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-08-23 00:00:00,13738900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-08-22 00:00:00,13760100,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-08-21 00:00:00,13777000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-08-20 00:00:00,13795000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-08-19 00:00:00,13813100,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-08-18 00:00:00,13826900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-08-17 00:00:00,13835400,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-08-16 00:00:00,13843900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-08-15 00:00:00,13859900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-08-14 00:00:00,13873700,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-08-13 00:00:00,13884400,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-08-12 00:00:00,13899300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-08-11 00:00:00,13907900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-08-10 00:00:00,13911100,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-08-09 00:00:00,13915300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-08-08 00:00:00,13919600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-08-07 00:00:00,13926000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-08-06 00:00:00,13933500,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-08-05 00:00:00,13932400,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-08-04 00:00:00,13939900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-08-03 00:00:00,13942100,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-08-02 00:00:00,13927100,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-08-01 00:00:00,13934600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-07-31 00:00:00,13933500,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-07-30 00:00:00,13933500,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-07-29 00:00:00,13933500,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-07-28 00:00:00,13931400,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-07-27 00:00:00,13915300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-07-26 00:00:00,13908900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-07-25 00:00:00,13901500,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-07-24 00:00:00,13901500,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-07-23 00:00:00,13898300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-07-22 00:00:00,13890800,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-07-21 00:00:00,13878000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-07-20 00:00:00,13856700,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-07-19 00:00:00,13834300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-07-18 00:00:00,13815200,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-07-17 00:00:00,13797200,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-07-16 00:00:00,13776000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-07-15 00:00:00,13755800,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-07-14 00:00:00,13727200,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-07-13 00:00:00,13700800,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-07-12 00:00:00,13656500,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-07-11 00:00:00,13626000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-07-10 00:00:00,13578700,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-07-09 00:00:00,13533600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-07-08 00:00:00,13482300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-07-07 00:00:00,13427000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-07-06 00:00:00,13358300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-07-05 00:00:00,13287800,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-07-04 00:00:00,13210200,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-07-03 00:00:00,13131000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-07-02 00:00:00,13054100,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-07-01 00:00:00,12983600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-06-30 00:00:00,12914400,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-06-29 00:00:00,12843400,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-06-28 00:00:00,12770600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-06-27 00:00:00,12705200,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-06-26 00:00:00,12633900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-06-25 00:00:00,12560900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-06-24 00:00:00,12473400,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-06-23 00:00:00,12374300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-06-22 00:00:00,12267900,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-06-21 00:00:00,12168000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-06-20 00:00:00,12063800,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-06-19 00:00:00,11966000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-06-18 00:00:00,11867800,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-06-17 00:00:00,11752000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-06-16 00:00:00,11636000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-06-15 00:00:00,11517800,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-06-14 00:00:00,11397700,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-06-13 00:00:00,11291300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-06-12 00:00:00,11180000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-06-11 00:00:00,11067600,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-06-10 00:00:00,10951400,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-06-09 00:00:00,10845000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-06-08 00:00:00,10746400,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-06-07 00:00:00,10666400,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-06-06 00:00:00,10603700,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-06-05 00:00:00,10548400,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-06-04 00:00:00,10499500,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-06-03 00:00:00,10457000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-06-02 00:00:00,10420700,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-06-01 00:00:00,10379200,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-05-31 00:00:00,10343100,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-05-30 00:00:00,10306300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-05-29 00:00:00,10270300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-05-28 00:00:00,10235400,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-05-27 00:00:00,10201300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-05-26 00:00:00,10156100,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-05-25 00:00:00,10124000,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-05-24 00:00:00,10089300,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-05-23 00:00:00,10048700,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-05-22 00:00:00,10008200,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-05-21 00:00:00,9960110,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-05-20 00:00:00,9916420,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-05-19 00:00:00,9877980,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-05-18 00:00:00,9834530,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-05-17 00:00:00,9800540,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-05-16 00:00:00,9775100,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-05-15 00:00:00,9750550,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-05-14 00:00:00,9728570,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-05-13 00:00:00,9696510,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-05-12 00:00:00,9667880,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-05-11 00:00:00,9635110,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-05-10 00:00:00,9602420,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-05-09 00:00:00,9571470,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-05-08 00:00:00,9543080,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-05-07 00:00:00,9515590,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-05-06 00:00:00,9479010,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-05-05 00:00:00,9449160,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-05-04 00:00:00,9406140,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-05-03 00:00:00,9350910,Acre feet
LAKE POWELL,lakepowell,Reservoir Storage,2019-05-02 00:00:00,9290980,Acre feet
